id,customerId,productId,transactionDate,quantity,totalAmount
2470,29,8,2020-04-23,1,500.0
2471,4,18,2020-04-23,2,100.0
2472,1,27,2020-04-24,3,120.0
2473,44,26,2020-04-24,1,35.0
2474,68,11,2020-04-25,1,800.0
2475,32,9,2020-04-25,3,540.0
2476,46,9,2020-04-25,2,360.0
2477,4,28,2020-04-25,3,135.0
2478,30,29,2020-04-25,4,152.0
2479,65,22,2020-04-26,3,84.0
2480,89,8,2020-04-26,1,500.0
2481,84,15,2020-04-27,1,180.0
2482,48,22,2020-04-27,4,112.0
2483,84,6,2020-04-27,2,160.0
2484,51,6,2020-04-28,3,240.0
2485,63,19,2020-04-29,8,160.0
2486,38,6,2020-04-29,1,80.0
2487,97,5,2020-04-29,3,1050.0
2488,57,7,2020-04-30,5,1500.0
2489,51,11,2020-04-30,1,800.0
2490,22,30,2020-04-30,3,150.0
2491,38,7,2020-04-30,1,300.0
2492,26,13,2020-04-30,3,150.0
2493,32,25,2020-05-01,1,30.0
2494,90,25,2020-05-01,3,90.0
2495,61,23,2020-05-01,1,15.0
2496,66,5,2020-05-02,1,350.0
2497,48,21,2020-05-02,3,45.0
2498,92,10,2020-05-02,1,220.0
2499,98,21,2020-05-02,1,15.0
2500,23,19,2020-05-02,1,20.0
2501,15,29,2020-05-02,1,38.0
2502,22,26,2020-05-03,3,105.0
2503,23,7,2020-05-03,1,300.0
2504,32,23,2020-05-03,1,15.0
2505,81,21,2020-05-03,1,15.0
2506,99,23,2020-05-04,1,15.0
2507,38,15,2020-05-04,1,180.0
2508,73,20,2020-05-04,2,50.0
2509,87,26,2020-05-05,4,140.0
2510,20,12,2020-05-06,1,65.0
2511,64,18,2020-05-06,1,50.0
2512,97,26,2020-05-07,1,35.0
2513,78,29,2020-05-07,6,228.0
2514,19,3,2020-05-08,6,330.0
2515,85,1,2020-05-08,1,1200.0
2516,39,20,2020-05-08,1,25.0
2517,100,11,2020-05-08,7,5600.0
2518,93,9,2020-05-08,4,720.0
2519,46,23,2020-05-08,1,15.0
2520,43,1,2020-05-08,1,1200.0
2521,77,27,2020-05-09,1,40.0
2522,21,2,2020-05-09,1,35.0
2523,61,9,2020-05-09,1,180.0
2524,31,20,2020-05-09,1,25.0
2525,99,1,2020-05-10,3,3600.0
2526,69,3,2020-05-10,1,55.0
2527,58,6,2020-05-10,2,160.0
2528,6,22,2020-05-10,2,56.0
2529,28,14,2020-05-10,2,140.0
2530,32,26,2020-05-10,1,35.0
2531,26,8,2020-05-11,4,2000.0
2532,14,30,2020-05-11,4,200.0
2533,49,24,2020-05-12,2,70.0
2534,91,12,2020-05-12,2,130.0
2535,20,12,2020-05-12,3,195.0
2536,27,6,2020-05-13,4,320.0
2537,36,9,2020-05-13,1,180.0
2538,98,15,2020-05-13,4,720.0
2539,45,4,2020-05-14,1,120.0
2540,100,19,2020-05-14,3,60.0
2541,76,17,2020-05-14,1,40.0
2542,65,11,2020-05-14,2,1600.0
2543,42,2,2020-05-15,3,105.0
2544,42,23,2020-05-15,2,30.0
2545,68,22,2020-05-16,1,28.0
2546,16,14,2020-05-16,1,70.0
2547,97,10,2020-05-16,1,220.0
2548,36,8,2020-05-16,1,500.0
2549,96,24,2020-05-17,1,35.0
2550,59,1,2020-05-17,1,1200.0
2551,2,16,2020-05-17,2,240.0
2552,7,6,2020-05-17,3,240.0
2553,57,4,2020-05-17,1,120.0
2554,49,5,2020-05-17,1,350.0
2555,21,21,2020-05-18,4,60.0
2556,88,15,2020-05-18,1,180.0
2557,29,11,2020-05-18,1,800.0
2558,46,16,2020-05-19,1,120.0
2559,79,2,2020-05-20,5,175.0
2560,94,24,2020-05-20,1,35.0
2561,39,30,2020-05-20,2,100.0
2562,7,8,2020-05-20,5,2500.0
2563,25,7,2020-05-20,2,600.0
2564,66,29,2020-05-21,4,152.0
2565,60,14,2020-05-21,1,70.0
2566,59,5,2020-05-21,1,350.0
2567,57,26,2020-05-21,1,35.0
2568,69,23,2020-05-22,1,15.0
2569,5,13,2020-05-22,4,200.0
2570,98,22,2020-05-22,1,28.0
2571,18,1,2020-05-22,2,2400.0
2572,84,17,2020-05-22,1,40.0
2573,7,12,2020-05-23,1,65.0
2574,82,23,2020-05-23,1,15.0
2575,98,15,2020-05-24,2,360.0
2576,97,3,2020-05-24,1,55.0
2577,48,23,2020-05-24,2,30.0
2578,12,26,2020-05-25,3,105.0
2579,73,9,2020-05-26,5,900.0
2580,6,18,2020-05-26,1,50.0
2581,25,23,2020-05-26,4,60.0
2582,52,26,2020-05-26,2,70.0
2583,49,27,2020-05-26,1,40.0
2584,17,8,2020-05-26,1,500.0
2585,28,25,2020-05-27,7,210.0
2586,48,7,2020-05-27,1,300.0
2587,69,9,2020-05-27,2,360.0
2588,21,30,2020-05-28,1,50.0
2589,74,13,2020-05-28,5,250.0
2590,57,20,2020-05-29,1,25.0
2591,6,26,2020-05-29,1,35.0
2592,78,15,2020-05-29,8,1440.0
2593,61,12,2020-05-29,1,65.0
2594,39,18,2020-05-29,13,650.0
2595,1,30,2020-05-29,1,50.0
2596,31,27,2020-05-30,1,40.0
2597,36,17,2020-05-30,1,40.0
2598,48,9,2020-05-30,1,180.0
2599,16,17,2020-05-30,3,120.0
2600,86,13,2020-05-30,3,150.0
2601,36,11,2020-05-30,1,800.0
2602,34,1,2020-05-31,1,1200.0
2603,70,18,2020-05-31,2,100.0
2604,62,10,2020-05-31,1,220.0
2605,65,5,2020-06-01,1,350.0
2606,5,18,2020-06-01,2,100.0
2607,83,8,2020-06-01,1,500.0
2608,38,30,2020-06-01,1,50.0
2609,79,6,2020-06-02,6,480.0
2610,100,22,2020-06-02,12,336.0
2611,9,4,2020-06-03,3,360.0
2612,19,29,2020-06-03,4,152.0
2613,4,20,2020-06-04,1,25.0
2614,1,30,2020-06-04,1,50.0
2615,54,20,2020-06-04,1,25.0
2616,23,16,2020-06-04,1,120.0
2617,77,8,2020-06-04,2,1000.0
2618,44,17,2020-06-05,1,40.0
2619,44,7,2020-06-05,3,900.0
2620,9,3,2020-06-05,4,220.0
2621,12,29,2020-06-06,1,38.0
2622,99,18,2020-06-06,2,100.0
2623,84,2,2020-06-06,1,35.0
2624,6,7,2020-06-06,4,1200.0
2625,92,15,2020-06-06,1,180.0
2626,58,2,2020-06-07,1,35.0
2627,64,26,2020-06-07,1,35.0
2628,20,17,2020-06-07,1,40.0
2629,100,30,2020-06-07,1,50.0
2630,74,8,2020-06-07,2,1000.0
2631,24,10,2020-06-08,1,220.0
2632,52,23,2020-06-08,7,105.0
2633,80,18,2020-06-08,1,50.0
2634,2,15,2020-06-08,1,180.0
2635,20,22,2020-06-09,23,644.0
2636,4,22,2020-06-09,2,56.0
2637,5,13,2020-06-10,1,50.0
2638,13,17,2020-06-10,2,80.0
2639,100,23,2020-06-10,2,30.0
2640,72,5,2020-06-11,2,700.0
2641,77,18,2020-06-11,2,100.0
2642,96,27,2020-06-11,1,40.0
2643,22,11,2020-06-11,1,800.0
2644,26,15,2020-06-12,3,540.0
2645,18,20,2020-06-12,7,175.0
2646,36,29,2020-06-12,1,38.0
2647,80,7,2020-06-12,4,1200.0
2648,76,15,2020-06-12,2,360.0
2649,93,8,2020-06-12,7,3500.0
2650,38,2,2020-06-12,1,35.0
2651,25,9,2020-06-12,2,360.0
2652,56,24,2020-06-13,1,35.0
2653,72,23,2020-06-13,1,15.0
2654,61,8,2020-06-13,14,7000.0
2655,50,28,2020-06-13,6,270.0
2656,27,10,2020-06-14,1,220.0
2657,42,19,2020-06-15,1,20.0
2658,49,4,2020-06-15,1,120.0
2659,60,26,2020-06-16,1,35.0
2660,1,2,2020-06-17,1,35.0
2661,70,27,2020-06-17,2,80.0
2662,78,5,2020-06-17,3,1050.0
2663,39,9,2020-06-18,1,180.0
2664,64,17,2020-06-19,1,40.0
2665,38,18,2020-06-20,3,150.0
2666,71,9,2020-06-20,1,180.0
2667,36,5,2020-06-20,1,350.0
2668,51,14,2020-06-21,2,140.0
2669,43,6,2020-06-21,2,160.0
2670,91,4,2020-06-22,2,240.0
2671,35,10,2020-06-22,1,220.0
2672,35,12,2020-06-22,1,65.0
2673,54,5,2020-06-23,4,1400.0
2674,77,16,2020-06-23,1,120.0
2675,66,7,2020-06-24,2,600.0
2676,72,30,2020-06-24,3,150.0
2677,94,22,2020-06-25,2,56.0
2678,50,9,2020-06-25,17,3060.0
2679,4,25,2020-06-25,4,120.0
2680,24,14,2020-06-25,1,70.0
2681,74,9,2020-06-25,1,180.0
2682,27,20,2020-06-26,1,25.0
2683,15,28,2020-06-26,4,180.0
2684,67,27,2020-06-26,5,200.0
2685,39,6,2020-06-26,6,480.0
2686,7,11,2020-06-26,3,2400.0
2687,79,14,2020-06-27,4,280.0
2688,59,8,2020-06-27,4,2000.0
2689,65,9,2020-06-27,1,180.0
2690,85,25,2020-06-27,15,450.0
2691,75,5,2020-06-28,2,700.0
2692,82,16,2020-06-28,2,240.0
2693,19,18,2020-06-29,3,150.0
2694,16,23,2020-06-30,8,120.0
2695,24,15,2020-06-30,1,180.0
2696,24,20,2020-07-01,1,25.0
2697,21,10,2020-07-01,2,440.0
2698,87,6,2020-07-01,1,80.0
2699,86,17,2020-07-02,2,80.0
2700,31,27,2020-07-02,1,40.0
2701,69,11,2020-07-03,8,6400.0
2702,89,1,2020-07-04,1,1200.0
2703,47,1,2020-07-04,1,1200.0
2704,97,30,2020-07-04,1,50.0
2705,63,25,2020-07-04,3,90.0
2706,72,4,2020-07-04,1,120.0
2707,54,11,2020-07-05,2,1600.0
2708,70,8,2020-07-05,1,500.0
2709,59,21,2020-07-05,1,15.0
2710,29,26,2020-07-05,1,35.0
2711,90,26,2020-07-06,4,140.0
2712,97,25,2020-07-06,4,120.0
2713,48,25,2020-07-07,3,90.0
2714,29,28,2020-07-07,1,45.0
2715,62,3,2020-07-07,22,1210.0
2716,58,12,2020-07-07,1,65.0
2717,73,4,2020-07-08,1,120.0
2718,2,16,2020-07-08,1,120.0
2719,6,5,2020-07-09,3,1050.0
2720,23,28,2020-07-09,2,90.0
2721,84,2,2020-07-09,1,35.0
2722,78,29,2020-07-09,1,38.0
2723,81,6,2020-07-10,2,160.0
2724,46,21,2020-07-10,2,30.0
2725,31,3,2020-07-10,3,165.0
2726,57,1,2020-07-10,1,1200.0
2727,69,30,2020-07-10,1,50.0
2728,41,5,2020-07-10,2,700.0
2729,50,26,2020-07-10,1,35.0
2730,66,17,2020-07-11,3,120.0
2731,10,11,2020-07-11,1,800.0
2732,7,23,2020-07-11,4,60.0
2733,88,10,2020-07-12,3,660.0
2734,15,23,2020-07-12,1,15.0
2735,22,1,2020-07-12,1,1200.0
2736,68,28,2020-07-12,1,45.0
2737,17,25,2020-07-12,1,30.0
2738,89,20,2020-07-13,3,75.0
2739,89,21,2020-07-13,5,75.0
2740,15,17,2020-07-13,1,40.0
2741,64,30,2020-07-14,2,100.0
2742,75,23,2020-07-14,4,60.0
2743,68,5,2020-07-15,16,5600.0
2744,38,19,2020-07-15,2,40.0
2745,95,1,2020-07-16,1,1200.0
2746,8,21,2020-07-16,2,30.0
2747,50,8,2020-07-16,2,1000.0
2748,60,10,2020-07-17,6,1320.0
2749,68,8,2020-07-17,1,500.0
2750,73,10,2020-07-17,4,880.0
2751,23,15,2020-07-18,1,180.0
2752,37,11,2020-07-18,1,800.0
2753,12,9,2020-07-18,1,180.0
2754,32,1,2020-07-20,3,3600.0
2755,1,9,2020-07-20,2,360.0
2756,65,9,2020-07-21,1,180.0
2757,9,9,2020-07-21,4,720.0
2758,70,11,2020-07-21,1,800.0
2759,84,30,2020-07-21,3,150.0
2760,15,25,2020-07-22,1,30.0
2761,20,12,2020-07-22,2,130.0
2762,18,28,2020-07-23,3,135.0
2763,46,27,2020-07-24,1,40.0
2764,60,20,2020-07-24,3,75.0
2765,62,17,2020-07-24,4,160.0
2766,2,9,2020-07-25,4,720.0
2767,94,13,2020-07-25,1,50.0
2768,13,18,2020-07-25,1,50.0
2769,44,14,2020-07-25,1,70.0
2770,86,21,2020-07-25,3,45.0
2771,72,13,2020-07-26,1,50.0
2772,54,4,2020-07-26,1,120.0
2773,43,4,2020-07-26,1,120.0
2774,88,5,2020-07-26,1,350.0
2775,16,10,2020-07-26,1,220.0
2776,91,9,2020-07-26,2,360.0
2777,84,23,2020-07-26,2,30.0
2778,94,22,2020-07-27,2,56.0
2779,2,16,2020-07-28,6,720.0
2780,73,4,2020-07-28,9,1080.0
2781,30,7,2020-07-29,1,300.0
2782,14,4,2020-07-30,2,240.0
2783,27,18,2020-07-30,2,100.0
2784,4,10,2020-07-30,1,220.0
2785,59,17,2020-07-30,1,40.0
2786,48,14,2020-07-30,2,140.0
2787,51,13,2020-07-31,12,600.0
2788,4,11,2020-07-31,2,1600.0
2789,3,9,2020-07-31,1,180.0
2790,91,27,2020-07-31,1,40.0
2791,70,15,2020-08-02,1,180.0
2792,67,7,2020-08-02,1,300.0
2793,40,28,2020-08-02,1,45.0
2794,85,14,2020-08-02,1,70.0
2795,69,22,2020-08-02,1,28.0
2796,3,12,2020-08-02,2,130.0
2797,79,8,2020-08-02,1,500.0
2798,28,12,2020-08-03,1,65.0
2799,70,20,2020-08-03,1,25.0
2800,53,3,2020-08-03,3,165.0
2801,57,2,2020-08-04,7,245.0
2802,19,2,2020-08-04,1,35.0
2803,56,6,2020-08-04,1,80.0
2804,79,21,2020-08-04,1,15.0
2805,34,1,2020-08-04,1,1200.0
2806,69,9,2020-08-04,3,540.0
2807,2,13,2020-08-05,3,150.0
2808,59,26,2020-08-05,2,70.0
2809,95,20,2020-08-05,3,75.0
2810,58,22,2020-08-05,2,56.0
2811,76,30,2020-08-06,2,100.0
2812,89,16,2020-08-06,3,360.0
2813,40,10,2020-08-06,1,220.0
2814,84,12,2020-08-06,1,65.0
2815,58,13,2020-08-06,1,50.0
2816,81,8,2020-08-07,2,1000.0
2817,100,17,2020-08-07,2,80.0
2818,88,23,2020-08-07,1,15.0
2819,34,2,2020-08-07,5,175.0
2820,19,15,2020-08-08,1,180.0
2821,68,30,2020-08-08,3,150.0
2822,43,15,2020-08-08,1,180.0
2823,6,23,2020-08-08,1,15.0
2824,70,3,2020-08-09,1,55.0
2825,19,16,2020-08-10,2,240.0
2826,92,23,2020-08-10,2,30.0
2827,11,22,2020-08-10,2,56.0
2828,49,19,2020-08-10,4,80.0
2829,11,4,2020-08-10,1,120.0
2830,20,14,2020-08-10,4,280.0
2831,86,7,2020-08-11,2,600.0
2832,81,17,2020-08-11,4,160.0
2833,4,7,2020-08-12,2,600.0
2834,87,10,2020-08-13,3,660.0
2835,56,9,2020-08-13,1,180.0
2836,44,29,2020-08-14,2,76.0
2837,57,17,2020-08-14,1,40.0
2838,86,15,2020-08-14,1,180.0
2839,73,1,2020-08-14,1,1200.0
2840,93,22,2020-08-14,1,28.0
2841,51,16,2020-08-15,2,240.0
2842,17,30,2020-08-15,2,100.0
2843,37,6,2020-08-15,2,160.0
2844,52,13,2020-08-15,4,200.0
2845,1,10,2020-08-16,1,220.0
2846,79,6,2020-08-16,2,160.0
2847,56,20,2020-08-16,1,25.0
2848,19,13,2020-08-16,1,50.0
2849,11,27,2020-08-16,1,40.0
2850,81,14,2020-08-16,2,140.0
2851,72,27,2020-08-17,1,40.0
2852,91,21,2020-08-17,1,15.0
2853,21,4,2020-08-18,1,120.0
2854,39,17,2020-08-18,1,40.0
2855,28,30,2020-08-18,1,50.0
2856,19,26,2020-08-18,1,35.0
2857,56,21,2020-08-18,1,15.0
2858,37,19,2020-08-19,9,180.0
2859,60,12,2020-08-19,1,65.0
2860,67,2,2020-08-20,1,35.0
2861,72,30,2020-08-20,1,50.0
2862,29,3,2020-08-20,2,110.0
2863,73,19,2020-08-21,4,80.0
2864,19,16,2020-08-21,1,120.0
2865,69,13,2020-08-21,1,50.0
2866,16,22,2020-08-22,1,28.0
2867,23,24,2020-08-22,1,35.0
2868,43,20,2020-08-22,1,25.0
2869,53,15,2020-08-22,1,180.0
2870,7,21,2020-08-22,1,15.0
2871,26,22,2020-08-23,2,56.0
2872,12,25,2020-08-23,1,30.0
2873,27,12,2020-08-23,1,65.0
2874,44,17,2020-08-24,2,80.0
2875,24,13,2020-08-24,3,150.0
2876,3,19,2020-08-24,2,40.0
2877,19,8,2020-08-25,1,500.0
2878,62,20,2020-08-26,3,75.0
2879,52,27,2020-08-27,3,120.0
2880,74,11,2020-08-27,4,3200.0
2881,29,19,2020-08-27,4,80.0
2882,78,26,2020-08-28,3,105.0
2883,96,17,2020-08-28,3,120.0
2884,74,18,2020-08-28,2,100.0
2885,75,21,2020-08-28,3,45.0
2886,28,13,2020-08-28,2,100.0
2887,74,28,2020-08-29,1,45.0
2888,27,21,2020-08-29,1,15.0
2889,66,7,2020-08-29,1,300.0
2890,54,24,2020-08-29,2,70.0
2891,97,28,2020-08-31,1,45.0
2892,41,27,2020-08-31,1,40.0
2893,66,11,2020-08-31,1,800.0
2894,63,2,2020-08-31,1,35.0
2895,40,21,2020-08-31,1,15.0
2896,47,3,2020-08-31,3,165.0
2897,50,4,2020-08-31,1,120.0
2898,42,26,2020-08-31,1,35.0
2899,95,14,2020-08-31,2,140.0
2900,99,16,2020-08-31,3,360.0
2901,88,15,2020-08-31,2,360.0
2902,97,9,2020-09-01,1,180.0
2903,3,11,2020-09-01,1,800.0
2904,85,1,2020-09-01,3,3600.0
2905,11,15,2020-09-01,2,360.0
2906,99,18,2020-09-01,1,50.0
2907,80,3,2020-09-01,3,165.0
2908,33,8,2020-09-02,1,500.0
2909,97,23,2020-09-02,2,30.0
2910,70,18,2020-09-02,2,100.0
2911,55,15,2020-09-02,4,720.0
2912,12,15,2020-09-03,3,540.0
2913,82,25,2020-09-03,4,120.0
2914,2,26,2020-09-03,1,35.0
2915,81,21,2020-09-03,1,15.0
2916,68,6,2020-09-04,6,480.0
2917,6,10,2020-09-04,13,2860.0
2918,62,9,2020-09-04,1,180.0
2919,92,28,2020-09-04,7,315.0
2920,92,19,2020-09-04,8,160.0
2921,98,30,2020-09-04,5,250.0
2922,1,10,2020-09-05,3,660.0
2923,2,1,2020-09-06,1,1200.0
2924,80,30,2020-09-07,2,100.0
2925,69,27,2020-09-07,2,80.0
2926,40,24,2020-09-07,4,140.0
2927,57,10,2020-09-07,1,220.0
2928,96,21,2020-09-07,3,45.0
2929,1,9,2020-09-07,1,180.0
2930,9,30,2020-09-09,5,250.0
2931,69,10,2020-09-09,1,220.0
2932,100,17,2020-09-09,3,120.0
2933,56,13,2020-09-10,1,50.0
2934,34,16,2020-09-10,5,600.0
2935,15,10,2020-09-10,4,880.0
2936,38,8,2020-09-11,5,2500.0
2937,37,11,2020-09-11,6,4800.0
2938,54,1,2020-09-11,3,3600.0
2939,33,20,2020-09-11,3,75.0
2940,2,29,2020-09-12,1,38.0
2941,29,29,2020-09-12,1,38.0
2942,60,18,2020-09-12,3,150.0
2943,43,21,2020-09-12,3,45.0
2944,54,16,2020-09-13,2,240.0
2945,42,26,2020-09-13,2,70.0
2946,37,9,2020-09-14,4,720.0
2947,97,6,2020-09-14,1,80.0
2948,85,6,2020-09-15,3,240.0
2949,28,5,2020-09-15,6,2100.0
2950,80,30,2020-09-15,1,50.0
2951,33,8,2020-09-15,1,500.0
2952,10,10,2020-09-16,1,220.0
2953,38,4,2020-09-16,1,120.0
2954,17,4,2020-09-16,1,120.0
2955,71,27,2020-09-16,1,40.0
2956,82,10,2020-09-16,2,440.0
2957,51,27,2020-09-17,5,200.0
2958,57,8,2020-09-17,1,500.0
2959,97,14,2020-09-17,2,140.0
2960,17,9,2020-09-18,5,900.0
2961,56,17,2020-09-18,4,160.0
2962,18,29,2020-09-18,1,38.0
2963,17,10,2020-09-19,5,1100.0
2964,67,18,2020-09-19,3,150.0
2965,56,26,2020-09-19,4,140.0
2966,96,14,2020-09-20,5,350.0
2967,16,16,2020-09-20,1,120.0
2968,34,25,2020-09-20,1,30.0
2969,87,16,2020-09-21,1,120.0
2970,4,13,2020-09-22,2,100.0
2971,95,8,2020-09-22,3,1500.0
2972,57,3,2020-09-22,1,55.0
2973,41,3,2020-09-22,1,55.0
2974,52,17,2020-09-22,1,40.0
2975,81,2,2020-09-23,5,175.0
2976,43,18,2020-09-23,9,450.0
2977,90,21,2020-09-23,1,15.0
2978,98,15,2020-09-24,2,360.0
2979,10,12,2020-09-24,3,195.0
2980,76,28,2020-09-25,3,135.0
2981,39,14,2020-09-26,1,70.0
2982,91,28,2020-09-26,2,90.0
2983,65,16,2020-09-27,20,2400.0
2984,45,20,2020-09-27,1,25.0
2985,78,29,2020-09-27,5,190.0
2986,79,14,2020-09-27,5,350.0
2987,19,27,2020-09-28,1,40.0
2988,34,16,2020-09-28,14,1680.0
2989,31,24,2020-09-28,6,210.0
2990,83,22,2020-09-28,1,28.0
2991,7,10,2020-09-29,1,220.0
2992,28,22,2020-09-29,8,224.0
2993,31,30,2020-09-30,4,200.0
2994,48,29,2020-09-30,2,76.0
2995,35,6,2020-10-01,1,80.0
2996,22,21,2020-10-01,7,105.0
2997,66,3,2020-10-02,12,660.0
2998,48,25,2020-10-02,1,30.0
2999,96,21,2020-10-03,1,15.0
3000,45,22,2020-10-03,1,28.0
3001,10,18,2020-10-04,2,100.0
3002,41,30,2020-10-04,2,100.0
3003,41,4,2020-10-04,3,360.0
3004,29,19,2020-10-04,1,20.0
3005,66,27,2020-10-05,1,40.0
3006,82,9,2020-10-05,6,1080.0
3007,82,21,2020-10-05,1,15.0
3008,50,23,2020-10-05,4,60.0
3009,9,22,2020-10-05,4,112.0
3010,57,21,2020-10-05,2,30.0
3011,90,11,2020-10-05,5,4000.0
3012,14,15,2020-10-06,8,1440.0
3013,8,11,2020-10-06,2,1600.0
3014,42,16,2020-10-07,3,360.0
3015,78,6,2020-10-07,6,480.0
3016,59,6,2020-10-07,2,160.0
3017,66,15,2020-10-08,1,180.0
3018,15,25,2020-10-08,3,90.0
3019,48,20,2020-10-08,1,25.0
3020,20,17,2020-10-08,1,40.0
3021,6,6,2020-10-09,4,320.0
3022,50,13,2020-10-09,10,500.0
3023,43,30,2020-10-09,7,350.0
3024,86,15,2020-10-09,6,1080.0
3025,31,9,2020-10-10,1,180.0
3026,16,3,2020-10-10,1,55.0
3027,65,6,2020-10-10,1,80.0
3028,21,27,2020-10-11,12,480.0
3029,21,10,2020-10-11,2,440.0
3030,94,17,2020-10-11,1,40.0
3031,6,14,2020-10-12,2,140.0
3032,16,15,2020-10-13,4,720.0
3033,63,6,2020-10-13,5,400.0
3034,36,4,2020-10-13,1,120.0
3035,14,3,2020-10-14,1,55.0
3036,85,19,2020-10-14,2,40.0
3037,67,10,2020-10-14,1,220.0
3038,24,11,2020-10-14,5,4000.0
3039,95,16,2020-10-15,5,600.0
3040,89,25,2020-10-15,3,90.0
3041,98,2,2020-10-16,3,105.0
3042,3,11,2020-10-16,5,4000.0
3043,86,3,2020-10-17,2,110.0
3044,32,18,2020-10-18,26,1300.0
3045,49,20,2020-10-18,1,25.0
3046,83,21,2020-10-18,1,15.0
3047,91,4,2020-10-18,3,360.0
3048,73,13,2020-10-18,1,50.0
3049,61,26,2020-10-18,4,140.0
3050,17,30,2020-10-19,1,50.0
3051,6,6,2020-10-19,1,80.0
3052,2,3,2020-10-19,1,55.0
3053,42,28,2020-10-20,3,135.0
3054,60,7,2020-10-20,1,300.0
3055,56,14,2020-10-21,5,350.0
3056,16,26,2020-10-22,4,140.0
3057,98,30,2020-10-22,1,50.0
3058,56,20,2020-10-22,4,100.0
3059,61,22,2020-10-23,5,140.0
3060,32,26,2020-10-23,3,105.0
3061,55,25,2020-10-23,4,120.0
3062,80,21,2020-10-23,18,270.0
3063,13,25,2020-10-24,1,30.0
3064,84,17,2020-10-24,2,80.0
3065,41,10,2020-10-24,1,220.0
3066,30,23,2020-10-24,2,30.0
3067,46,17,2020-10-24,2,80.0
3068,56,2,2020-10-25,1,35.0
3069,40,1,2020-10-25,1,1200.0
3070,62,12,2020-10-26,1,65.0
3071,18,29,2020-10-26,1,38.0
3072,53,16,2020-10-26,1,120.0
3073,72,17,2020-10-26,3,120.0
3074,87,17,2020-10-26,1,40.0
3075,12,21,2020-10-27,2,30.0
3076,45,8,2020-10-27,4,2000.0
3077,20,10,2020-10-27,3,660.0
3078,29,25,2020-10-27,5,150.0
3079,23,11,2020-10-28,4,3200.0
3080,87,28,2020-10-28,3,135.0
3081,22,13,2020-10-28,4,200.0
3082,44,8,2020-10-29,5,2500.0
3083,79,29,2020-10-30,38,1444.0
3084,50,27,2020-10-30,2,80.0
3085,49,20,2020-10-30,5,125.0
3086,9,28,2020-10-31,1,45.0
3087,77,30,2020-10-31,1,50.0
3088,97,13,2020-10-31,23,1150.0
3089,89,13,2020-10-31,3,150.0
3090,95,21,2020-11-01,1,15.0
3091,12,16,2020-11-01,3,360.0
3092,16,23,2020-11-01,2,30.0
3093,26,21,2020-11-01,1,15.0
3094,91,7,2020-11-02,1,300.0
3095,47,11,2020-11-02,3,2400.0
3096,23,21,2020-11-02,3,45.0
3097,78,12,2020-11-02,1,65.0
3098,99,6,2020-11-02,3,240.0
3099,92,2,2020-11-03,26,910.0
3100,8,3,2020-11-03,3,165.0
3101,59,13,2020-11-03,2,100.0
3102,52,15,2020-11-04,1,180.0
3103,37,16,2020-11-04,3,360.0
3104,58,8,2020-11-04,8,4000.0
3105,48,6,2020-11-05,14,1120.0
3106,74,12,2020-11-06,1,65.0
3107,100,25,2020-11-06,8,240.0
3108,45,8,2020-11-06,1,500.0
3109,99,24,2020-11-07,1,35.0
3110,95,10,2020-11-07,1,220.0
3111,90,27,2020-11-07,6,240.0
3112,61,14,2020-11-08,6,420.0
3113,67,2,2020-11-08,1,35.0
3114,95,15,2020-11-08,1,180.0
3115,21,20,2020-11-08,5,125.0
3116,43,16,2020-11-09,12,1440.0
3117,52,23,2020-11-09,1,15.0
3118,10,18,2020-11-09,17,850.0
3119,63,6,2020-11-09,2,160.0
3120,15,30,2020-11-09,4,200.0
3121,76,18,2020-11-10,14,700.0
3122,82,14,2020-11-10,1,70.0
3123,77,9,2020-11-11,3,540.0
3124,20,30,2020-11-11,1,50.0
3125,29,16,2020-11-12,1,120.0
3126,24,13,2020-11-13,2,100.0
3127,86,6,2020-11-13,1,80.0
3128,46,4,2020-11-14,1,120.0
3129,65,18,2020-11-14,2,100.0
3130,95,23,2020-11-14,1,15.0
3131,31,15,2020-11-15,2,360.0
3132,87,9,2020-11-15,1,180.0
3133,84,18,2020-11-17,1,50.0
3134,2,26,2020-11-18,5,175.0
3135,10,25,2020-11-18,8,240.0
3136,91,10,2020-11-18,1,220.0
3137,75,20,2020-11-18,6,150.0
3138,58,17,2020-11-18,4,160.0
3139,61,10,2020-11-19,7,1540.0
3140,88,20,2020-11-19,7,175.0
3141,54,30,2020-11-19,9,450.0
3142,43,27,2020-11-20,2,80.0
3143,80,14,2020-11-21,3,210.0
3144,30,8,2020-11-21,1,500.0
3145,20,23,2020-11-21,3,45.0
3146,12,3,2020-11-21,2,110.0
3147,98,23,2020-11-21,4,60.0
3148,95,8,2020-11-21,2,1000.0
3149,26,28,2020-11-22,2,90.0
3150,96,22,2020-11-22,4,112.0
3151,29,4,2020-11-22,1,120.0
3152,86,26,2020-11-23,20,700.0
3153,2,22,2020-11-23,6,168.0
3154,16,2,2020-11-23,3,105.0
3155,73,23,2020-11-23,1,15.0
3156,60,3,2020-11-23,47,2585.0
3157,55,13,2020-11-24,10,500.0
3158,71,22,2020-11-24,5,140.0
3159,85,9,2020-11-27,6,1080.0
3160,89,21,2020-11-27,6,90.0
3161,44,11,2020-11-28,19,15200.0
3162,10,4,2020-11-28,1,120.0
3163,42,22,2020-11-29,4,112.0
